object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
Panda,The panda teddy bear sits on the shelf.,"Are you visiting a children? Oh yeah. Okay. Okay. No, I guess you should just give them to someone who has children. Yeah. I really don't want them. I think they're a bit scary Panda and Teddy.",hsi_4_0717_211_002_41_000_color.png,teddy bear,Teddy_Bear_2,exact,single,hsi_4_0717_211_002,41
tennis racket,The tennis racket leans against the bookshelf.,"But, you know, honestly, like I don't even get that much reading in because I'm, I'm so busy playing tennis. Yeah, you see my tennis racket there?",hsi_6_0718_222_001_79_000_color.png,Tennis_Racquet_4,Tennis_Racquet_4,exact,single,hsi_6_0718_222_001,79
This woman,The fertility statue from Greece stands over here.,"Yeah, and this... This woman over here uh, she's from Greece",hsi_3_0715_227_001_96_000_color.png,FertilityStatue_dcd19fe9,FertilityStatue_dcd19fe9,exact,single,hsi_3_0715_227_001,96
the windows,The windows can be opened a bit.,"but on the other hand eh it eh.... I... I don't like it but eh It's a nice... thing. Uh. When I see it, I can remember her and and be a bit annoyed by her at the same time as she meant a lot to me. No. And eh I'm thinking of uh getting more plants, you see I only have two ahm eh in the corner there and the other one is eh between the chairs. Yes, and what I was thinking of eh as you can open... uh the windows a bit if if if I should...",hsi_5_0718_227_001_30_005_color.png,house plant,Windows,exact,single,hsi_5_0718_227_001,30
the sofa,The sofa faces away from the wonderful view.,"And the... what you call that? The cover or wh- wh- whatever you call it, that's actually from my grandparents' house. So I I mixed those. Yes. Yes, I I think it's nice to have uh various things. And then of course, uh [exhale] I... I... I always wonder why w- why I turned the sofa this way when I have this wonderful view.",hsi_5_0718_209_001_48_000_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_001,48
the desk,The desk is currently positioned near the fireplace.,"Ah, y- eh you mean the desk for the mm, yeah. I mean, that desk is a little bit uh confusing in position, because because you have the fireplace here, and maybe you want to make that your focal point. Because uh maybe the TV would look really nice on top of the of the fireplace, and then you can move the desk toward this area here, maybe next to the window, which would be nice if you work here to have some natural light while you're working. I think that would be nice.",hsi_7_0719_209_003_25_002_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_7_0719_209_003,25
the end of the table,The statue sits on a stool at the end of the table.,"yeah, it just reminds me that somewhere there's like a beautiful ocean. I can kind of uh just smell the breeze almost. Yeah. I'm sorry, my what? Ah, yes, the statues, yeah. So you might have noticed, I actually have, I think I have that one on the stool there at the end of the table.",hsi_6_0718_209_001_84_001_color.png,Statue_7e71d98f,Dresser_29dd319f,exact,single,hsi_6_0718_209_001,84
box,The moving box sits between the chair legs.,"I see dust there between uh... Y- you should do it between you know the chair here. You should y-... still see dust between the the sticks. Yeah. Yeah, so. Yeah. You don't, you should buy yourself some glasses. And this uh box, this... [breath] this moving box, why is it there?",hsi_3_0715_227_003_25_000_color.png,Box_c423d56d_2,Box_c423d56d_2,exact,single,hsi_3_0715_227_003,25
TV,The TV stands near the statue.,"too plastic. H- I I I w- I would ah purchase something metallic or things like this, and maybe not put it like, just there, maybe put it in in some other corner of the room, like here, there is nothing, so something more like open. I think that that would that would uh go better. And even, for example, the statue there, close to the TV, I think eh it's distracting from the TV.",hsi_7_0719_210_002_24_003_color.png,Statue,Television_01800a8c,exact,single,hsi_7_0719_210_002,24
this sofa,The sofa is placed against the wall.,"And uh, then you move the Table with a TV on it to this side instead because they have like that table, the lamp and the chair, they go together, nicely you take this sofa and put that on that wall instead.",hsi_4_0717_211_003_27_005_color.png,TVStand_5591333a,Sofa_b5c02446,exact,single,hsi_4_0717_211_003,27
